"papel","descricao_papel","cotacao","PSL","PSVP","PSR","div_yield","PSA","PSCG","PSEBIT","PSACL","EV_EBIT","EV_EBITDA","margem_EBIT","margem_liq","liq_corrente","ROIC","ROE","liq_2meses","PL","div_bruta_PL","taxa_cresc_RL_5anos"
"MNSA4","MANASA",0.47,0,0,0,0,0,0,0,0,0,0,-2.0815,-3.6266,3.63,-0.135,1.457,0,-9105000,-6.52,-0.4111
"CSTB4","COMPANHIA SIDERÚRGICA DE TUBARÃO",147.69,0,0,0,0,0,0,0,0,0,0,0.4085,0.2898,2.6,0.224,0.2011,0,8420670000,0.14,0.3191
"CSTB3","COMPANHIA SIDERÚRGICA DE TUBARÃO",150,0,0,0,0,0,0,0,0,0,0,0.4085,0.2898,2.6,0.224,0.2011,0,8420670000,0.14,0.3191
"PMET3","PRO METALURG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0,-290863000,0,0.3774
"PORP4","POLIPROPILENO PARTICIPAÇÕES S.A.",2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208,0,22399000,0,0.1366
"CFLU4","COCA COLA",1000,0,0,0,0,0,0,0,0,0,0,0.0888,0.1072,1.1,0.1768,0.3215,0,60351000,0.06,0.0814
"CLAN3","CLARION",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105,0,1012240000,0,-0.6396
"POPR4","POLIPROPILENO S.A.",10.17,0,0,0,0,0,0,0,0,0,0,0.0866,0.0565,1.08,0.1525,0.1993,0,545803000,0.82,0.3093
"MNSA3","MANASA",0.42,0,0,0,0,0,0,0,0,0,0,-2.0815,-3.6266,3.63,-0.135,1.457,0,-9105000,-6.52,-0.4111
"IVTT3","BHG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,0,1083050000,0,0.2067
"GNDI3","INTERMEDICA",66.95,-3584.82,5.84,3.423,0.0239,2.378,79.65,87.05,-6.21,91.13,50.88,0.0393,-0.0009,1.17,0.0309,-0.0016,0,7116080000,0.53,0.2523
"CALI4","CAL S/A",50,-1134.45,6.27,3.665,0,0.757,6.97,-9,-1.32,-11.45,-12.81,-0.407,-0.0032,1.55,-0.0889,-0.0055,0,29660000,1.98,0.3685
"VSTE3","VESTE",9.25,-648.93,1.02,0.972,0.0051,0.643,5.21,31.18,-9.22,39.43,6.36,0.0312,-0.0015,1.69,0.0229,-0.0016,177143,1031380000,0.31,0.1482
"CALI3","CAL S/A",25,-567.23,3.14,1.832,0.0247,0.378,3.49,-4.5,-0.66,-6.95,-7.78,-0.407,-0.0032,1.55,-0.0889,-0.0055,59.52,29660000,1.98,0.3685
"PLDN4","POLIALDEN",486,-553.07,1.08,0.919,0,0.611,1.07,-75.56,3.1,-33.12,-33.12,-0.0122,-0.0017,10.81,-0.0127,-0.002,0,289939000,0.01,0.1026
"GPAR3","CELGPAR",47,-511.8,4.87,250.926,0,4.54,16.21,634.39,20.16,603.58,608.73,0.3955,-0.4903,21.74,0.0094,-0.0095,111.91,768483000,0.02,-0.634
"LCSA4","NÃO  CONSTA",35.09,-337.52,-228,79.738,0,125.308,-202.27,-505.8,-96.61,-506.56,-506.56,-0.1577,-0.2363,0.29,-0.2874,0.6755,0,-377568000,-0.35,63.5407
"BHGR3","BHG",19.1,-272.16,1.1,3.613,0,0.855,-194.45,23.7,-8.56,25.95,14.2,0.1524,-0.0131,0.96,0.0393,-0.004,0,1077600000,0.2,0.2067
"DMMO3","DOMMO",1.76,-258.65,-1.72,2.854,0,3.346,11.9,6.37,-1.37,5.9,5.42,0.4481,-0.011,2.25,0.7039,0.0066,0,-553275000,0,-0.1737
"RJCP3","RJCP EQUITY",0.01,-224.7,0.65,0,0,0.619,0,-522.94,0,-523.96,-917.32,0,0,0,0,-0.0029,0,17287200,0,0
"ABYA3","ABYARA",4.91,-214.8,1.76,2.055,0,0.527,1.98,19.96,-2.75,33.67,33.67,0.1029,-0.0096,2.09,0.0278,-0.0082,0,292060000,1.31,0.1641
"PITI4","AV. DR CHUCRI ZAIDAN, 920 - 16§ ANDAR",1.28,-204.74,0,0,0,0,0,-2637.65,0,-2637.65,111.07,0,0,0,0,0,0,0,0,-0.2963
"MGEL3","MANGELS",25,-173.57,6.25,0.156,0,0.19,0.87,2.09,-0.4,10.29,7.87,0.0746,-0.0009,1.78,0.1054,-0.036,0,23116000,27.5,0.138
"SCLO3","SCHLOSSER TECIDOS",14.1,-161.14,-96.94,0,0,280.04,-93.32,-161.14,-87.5,-161.38,-161.38,0,0,0.19,-2.0597,0.6016,0,-139635,-0.19,0
"LCSA3","NÃO  CONSTA",12.5,-120.23,-81.22,28.405,0,44.638,-72.05,-180.18,-34.41,-180.95,-180.95,-0.1577,-0.2363,0.29,-0.2874,0.6755,0,-377568000,-0.35,63.5407
"MAGG3","MAGNESITA REFRATÁRIOS",59.4,-119.98,1.32,0.684,0,0.44,9.32,4.07,-1.55,6.41,5.34,0.1682,-0.0057,1.14,0.1405,-0.011,0,2246130000,1.03,0.0927
"SQIA3","SINQIA",27.37,-110.33,3.7,3.592,0,1.49,25.87,62.33,-3.84,67.32,18.5,0.0576,-0.0288,1.43,0.0281,-0.0335,0,650717000,0.65,0.4632
"NATU3","NATURA COSMETICOS SA",36.86,-109.22,3.66,2.066,0,1.74,5.31,10.44,13.36,10.19,9.79,0.198,-0.0189,2,0.2758,-0.0335,0,9265610000,0.26,-0.0725
"AMBP3","AMBIPAR",184,-108.02,17.41,4.999,0,2.169,7.87,26.63,-5.6,30.85,21.26,0.1877,-0.0217,3.01,0.1135,-0.1611,33813700,1765850000,4.87,0.5961
"LINX3","LINX",37.4,-90.95,4.38,7.885,0.0152,2.745,11.96,53.17,47.06,51.49,22.97,0.1483,-0.0867,2.14,0.0682,-0.0481,0,1619010000,0.22,0.1554
"BNCA3","NOSSA CAIXA-NOSSO BANCO",70.3,-90.3,2.45,0,0,0,0,0,0,0,0,0,0,0,0,-0.0272,0,3068150000,0,0.0241
"CLSA3","CLEARSALE",9.8,-74.92,2.64,3.848,0,2.147,5.25,-26.16,5.51,-21.16,-62.01,-0.1471,-0.0514,3.44,-0.1516,-0.0353,20904800,697085000,0.02,-0.0116
"AMIL3","AMIL",32.2,-73.28,7.7,1.129,0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.0083,-0.0153,0.75,0.0222,-0.1051,0,1532980000,1.24,0.2847
"LOGN3","Log-In",21.58,-69.74,2.48,0.886,0,0.619,11.1,12.07,-1.28,18.97,7.93,0.0734,-0.0127,1.26,0.0584,-0.0355,1182890,935363000,1.79,0.2619
"BRTP3","BRASIL TELECOM PARTICIPAÇÕES S.A.",35.71,-67.26,2.45,1.168,0,0.684,8.98,6.03,-2.4,7.55,7.55,0.1937,-0.0296,1.29,0.1341,-0.0364,0,5302340000,0.91,0.0366
"IDVL11","Indusval",140,-66,60.56,0,0,0,0,0,0,0,0,0,0,0,0,-0.9176,0,237683000,0,0
"DOHL3","DOHLER",8,-56.36,0.88,0.958,0,0.626,1.42,-62.71,2.31,-70.58,72.81,-0.0153,-0.017,4.69,-0.0108,-0.0156,61.88,687552000,0.17,0.0446
"RAIL3","RUMO S.A.",19.91,-53.04,2.46,2.822,0.0046,0.741,6.48,7.24,-1.61,9.66,4.88,0.3896,-0.0526,1.96,0.1229,-0.0465,283947000,14987400000,1.3,0.1723
"PEFX5","PETROFLEX INDÚSTRIA E COMÉRCIO S.A",19,-52.04,1.68,0.477,0,0.597,20.34,5.75,-3.18,6.59,0,0.083,-0.0092,1.07,0.1177,-0.0324,0,396955000,0.31,0.0436
"PEFX3","PETROFLEX INDÚSTRIA E COMÉRCIO S.A",19,-52.04,1.68,0.477,0,0.597,20.34,5.75,-3.18,6.59,0,0.083,-0.0092,1.07,0.1177,-0.0324,0,396955000,0.31,0.0436
"MTIG4","IGUAÇU",23,-49.52,-359.15,56.001,0,36.906,-50.93,-94.31,-44,-95.57,-104.6,-0.5938,-1.1309,0.27,-0.478,7.2528,0,-7835380,-4.95,-0.2654
"MGEL4","MANGELS",7.1,-49.29,1.78,0.044,0,0.054,0.25,0.59,-0.11,8.79,6.73,0.0746,-0.0009,1.78,0.1054,-0.036,10963.6,23116000,27.5,0.138
"HAPV3","HAPVIDA",2.88,-48.67,0.45,1.291,0,0.294,8.07,17.77,-1.4,20.77,25.39,0.0727,-0.0265,1.39,0.0185,-0.0092,279120000,48687500000,0.23,0.2847
"TOYB4","TEC TOY",2.5,-47.96,-5.43,5.256,0,4.405,-6.47,-9.04,-3.83,-9.15,-9.67,-0.5816,-0.1096,0.49,-0.5936,0.1131,0,-13852000,-0.07,-0.2699
"IMBI3","COMPANHIA DOCAS DE IMBITUBA",5.01,-46.42,2.81,2659.02,0,0.518,-2.21,-97.12,-0.37,-104.72,-107.45,-27.3788,-138.212,0.05,-0.0054,-0.0605,0,62544000,0.22,-0.5716
"CLAN4","CLARION",3,-44.92,0.47,15.151,0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,-0.1835,-0.3373,0.73,-0.005,-0.0105,0,1012240000,0.08,-0.6396
"TOYB3","TEC TOY",2.29,-43.94,-4.97,4.815,0,4.035,-5.93,-8.28,-3.5,-8.39,-8.87,-0.5816,-0.1096,0.49,-0.5936,0.1131,0,-13852000,-0.07,-0.2699
"EBTP3","EMBRATEL PARTICIPAÇÕES SA",10.21,-43.56,1.17,0.548,0,0.353,-502.47,6.42,-0.73,8.46,2.85,0.0853,-0.0103,0.99,0.0603,-0.0268,0,10782200000,0.39,0.221
"EBTP4","EMBRATEL PARTICIPAÇÕES SA",10,-42.66,1.14,0.537,0,0.346,-492.13,6.29,-0.71,8.33,2.81,0.0853,-0.0103,0.99,0.0603,-0.0268,0,10782200000,0.39,0.221
"FBRA4","FERTIBRÁS S/A",34.58,-39.57,1.66,0.457,0,0.738,18.94,7.4,-4.43,10.62,10.62,0.0618,-0.0115,1.11,0.1194,-0.042,0,213406000,0.77,0.1248
"CBEE3","AMPLA ENERG",11.43,-39.52,0.51,0.348,0,0.159,-0.96,2.65,-0.31,8.24,4.78,0.1314,-0.0088,0.52,0.0651,-0.0128,1928.69,5721310000,1.11,0.0683
"BRTP4","BRASIL TELECOM PARTICIPAÇÕES S.A.",20.81,-39.19,1.43,0.681,0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,1.29,0.1341,-0.0364,0,5302340000,0.91,0.0366
"PTBL3","PORTOBELLO S/A",4.03,-37.02,1.44,0.244,0,0.175,-2.49,6.07,-0.33,16.86,5.96,0.0401,-0.0066,0.83,0.0368,-0.0389,1657640,394826000,3.02,0.1555
"ITEC3","ITAUTEC PHILCO SA - GRUPO ITAUTEC PHILCO",40.1,-35.12,22.04,2611.69,0,9.216,25.42,-26,-68.91,-24.8,-29.56,-100.447,-74.3588,5.23,-0.6306,-0.6276,0,20143000,0,-0.7479
"APER3","ALPER S.A.",46.75,-32.82,2.02,2.677,0,1.015,115.28,14.43,-4.33,15.41,11.57,0.1855,-0.0824,1.03,0.0833,-0.0615,0,472202000,0.4,0.422
"IMBI4","COMPANHIA DOCAS DE IMBITUBA",3.5,-32.43,1.96,1857.6,0,0.362,-1.54,-67.85,-0.26,-75.44,-77.41,-27.3788,-138.212,0.05,-0.0054,-0.0605,0,62544000,0.22,-0.5716
"PRTX3","PORTX",2.77,-32.27,-145.32,297.651,0,1.4,-2.57,-97.11,-1.43,-128.99,37.19,-3.065,-9.2247,0.05,-0.015,4.5037,0,-18917000,-49.85,3.0796
"DFVA3","D F VASCONCELLOS S/A O.M.A.P.",9.9,-31.38,60.69,4.327,0,5.365,29.1,-55.91,-31.47,-58.28,-58.28,-0.0774,-0.1379,1.33,-0.1035,-1.9342,0,1170000,2.84,0.0339
"ASTA4","SANTISTA TÊXTIL S.A.",25.83,-30.79,1,0.652,0,0.446,2.57,19.9,-3.3,33.2,33.2,0.0328,-0.0212,1.71,0.0252,-0.0325,0,515672000,0.85,-0.0473
"ALPK3","ESTAPAR",2.96,-30.01,1.8,0.423,0,0.244,-3.09,1.81,-0.37,5.31,3.16,0.2341,-0.0096,0.71,0.1604,-0.06,577802,356524000,4.26,0.2563
"VGOR4","VIGOR",5.87,-29.58,7.18,1.229,0,1.468,113.97,27.32,-3.22,34.09,34.09,0.045,-0.0459,1.04,0.06,-0.2429,0,135178000,1.89,0.0477
"CRBM3","CARAÍBA METAIS S.A",90,-28.95,3.26,1.498,0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.097,-0.0518,2.24,-0.1271,-0.1128,0,827347000,0.45,-0.0158
"DOHL4","DOHLER",4.01,-28.25,0.44,0.48,0,0.314,0.71,-31.43,1.16,-39.3,40.55,-0.0153,-0.017,4.69,-0.0108,-0.0156,3510,687552000,0.17,0.0446
"MAPT4","CIA MARCOPOLO",5,-26.26,-0.72,0,0,5.944,-353.46,-33.79,-0.64,-33.79,-33.79,0,0,0,-0.1759,0.0273,354.26,-6399000,0,0
"ARTR3","ARTERIS",10.01,-25.92,1.23,0.834,0,0.26,8.86,3.46,-0.4,10.63,6.1,0.2414,-0.0322,1.28,0.0863,-0.0474,0,4689590000,3.1,0.1232
"DFVA4","D F VASCONCELLOS S/A O.M.A.P.",8,-25.35,49.04,3.497,0,4.335,23.51,-45.18,-25.43,-47.55,-47.55,-0.0774,-0.1379,1.33,-0.1035,-1.9342,0,1170000,2.84,0.0339
"KROT11","COGNA",40,-24.19,0.92,1.77,0,0.449,6.69,8.41,-1.53,12.93,8.5,0.2104,-0.0756,1.61,0.0589,-0.0382,0,11616200000,0.59,0.0241
"PTBL4","PORTOBELLO S/A",2.59,-23.79,0.92,0.157,0,0.112,-1.6,3.9,-0.21,14.69,5.19,0.0401,-0.0066,0.83,0.0368,-0.0389,0,394826000,3.02,0.1555
"MODL3","MODALMAIS",3.08,-22.99,1.88,0,0.0071,0,0,0,0,0,0,0,0,0,0,-0.0817,0,1154890000,0,-0.6237
"TAMM4","TAM",52.73,-22.74,3.8,0.626,0,0.524,-31.11,9.77,-0.96,18.01,9.66,0.0641,-0.0221,0.95,0.0636,-0.167,0,2174310000,4.08,0.0979
"TAMM3","TAM",52.6,-22.68,3.79,0.625,0,0.523,-31.04,9.74,-0.96,17.98,9.65,0.0641,-0.0221,0.95,0.0636,-0.167,0,2174310000,4.08,0.0979
"NGRD3","NEOGRID",29.5,-22.44,0.62,0.993,0.0048,0.427,2.05,-14.86,6.67,-7.33,18.1,-0.0668,-0.0453,2.29,-0.0399,-0.0275,1253730,437711000,0.04,0.0455
"MAPT3","CIA MARCOPOLO",4.21,-22.11,-0.6,0,0,5.005,-297.62,-28.45,-0.54,-28.45,-28.45,0,0,0,-0.1759,0.0273,0,-6399000,0,0
"PCAR4","PÃO DE AÇÚCAR",72.11,-22.01,8.78,1.878,0,1.797,-84.36,25.49,-3.62,26.94,14.7,0.0737,-0.085,0.93,0.0932,-0.3989,0,4026000000,1.07,-0.4787
"LIGH3","LIGHT",16.66,-21.94,6.04,0.487,0,0.328,-0.68,5.92,-0.43,13.86,8.42,0.0822,-0.0222,0.28,0.0629,-0.2755,0,1082880000,8.98,0.0328
"KROT4","COGNA",5.12,-21.67,0.83,1.586,0,0.403,5.99,7.54,-1.37,12.06,7.92,0.2104,-0.0756,1.61,0.0589,-0.0382,0,11616200000,0.59,0.0241
"MODL11","MODALMAIS",8.46,-21.05,1.72,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817,0,1154890000,0,-0.6237
"PCAR5","PÃO DE AÇÚCAR",67.12,-20.49,8.17,1.748,0,1.672,-78.53,23.72,-3.37,25.17,13.73,0.0737,-0.085,0.93,0.0932,-0.3989,0,4026000000,1.07,-0.4787
"MODL4","MODALMAIS",2.72,-20.3,1.66,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817,0,1154890000,0,-0.6237
"MSPA3","MELHORAMENTOS",42,-19.34,0.32,1.725,0.0069,0.19,6.7,-11.73,-0.57,-16.9,56.57,-0.147,-0.0892,1.53,-0.0168,-0.0167,0,830886000,0.2,0.1301
"CRBM7","CARAÍBA METAIS S.A",60,-19.3,2.18,0.999,0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.097,-0.0518,2.24,-0.1271,-0.1128,0,827347000,0.45,-0.0158
"WMBY3","WEMBLEY SOCIEDADE ANÔNIMA",25.39,-19.3,2.87,0.836,0,0.182,1.2,8.62,-1.5,25.02,25.02,0.097,-0.0705,1.44,0.0239,-0.1486,0,212439000,6.51,-0.1448
"AURA33","AURA 360",24.25,-19.13,4.2,1.857,0.0483,1.012,25.82,5.48,-2.49,6.3,6.3,0.3387,-0.0971,1.13,0.2676,-0.2194,5379900,1255340000,1.48,0.1314
"TDBH4","TELEFÔNICA EMPRESAS S.A",0.66,-18.63,1.28,0.906,0,0.811,-6.15,8.73,-5.66,10.23,10.23,0.1038,-0.0486,0.63,0.1048,-0.0685,0,554115000,0.27,0.3574
"TANC4","TAM",43,-18.54,3.1,0.511,0,0.428,-25.37,7.96,-0.78,16.2,8.69,0.0641,-0.0221,0.95,0.0636,-0.167,0,2174310000,4.08,0.0979
"ANIM3","ANIMA",2.27,-17.95,0.4,0.241,0.2076,0.092,0.89,0.89,-0.19,4.73,3.18,0.2688,0.0142,1.76,0.1237,-0.0224,23482900,2278190000,2.37,0.2927
"MSPA4","MELHORAMENTOS",36.3,-16.72,0.28,1.49,0.0088,0.164,5.79,-10.14,-0.49,-15.31,51.24,-0.147,-0.0892,1.53,-0.0168,-0.0167,0,830886000,0.2,0.1301
"AESB3","AES BRASIL",8.11,-16.7,1.17,1.297,0.0092,0.234,-6.32,5.77,-0.42,17.89,8.38,0.2246,-0.0456,0.84,0.0459,-0.0701,52945800,4184440000,2.96,0.4213
"CCIM3","CC DES IMOB",5.52,-16.44,0.94,0.498,0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.0303,2.58,0.0238,-0.0575,0,660347000,1.93,0.2998
"ESPA3","ESPACOLASER",0.94,-16.18,0.4,0.33,0,0.155,0.98,2.36,-0.84,7.03,4.33,0.1399,-0.0215,1.58,0.0723,-0.0246,259548,854907000,1,0.1193
"BIOM3","BIOMM SA",9.03,-15.96,3.97,9.319,0,2.355,6.07,-16.36,16.26,-15.79,-16.07,-0.5695,-0.5837,3.36,-0.2383,-0.2488,592223,288368000,0.44,0.2508
"TDBH3","TELEFÔNICA EMPRESAS S.A",0.56,-15.81,1.08,0.769,0,0.688,-5.22,7.4,-4.8,8.91,8.91,0.1038,-0.0486,0.63,0.1048,-0.0685,0,554115000,0.27,0.3574
"BIOM4","BIOMM SA",8.68,-15.35,3.82,8.958,0,2.263,5.84,-15.73,15.63,-15.16,-15.42,-0.5695,-0.5837,3.36,-0.2383,-0.2488,0,288368000,0.44,0.2508
"GBIO33","BIOTOSCANA",10.4,-14.97,1.32,1.518,0,0.791,7.57,13.53,17.58,16.06,16.06,0.1121,-0.1014,1.31,0.0712,-0.0883,0,838439000,0.31,-0.0899
"DTCY3","DTCOM",4.37,-14.59,-9.75,9.164,0,8.64,-14.59,-28.71,-6,-30.02,158.43,-0.3191,-0.6281,0.43,-0.3311,0.6683,2300.79,-4989000,-0.48,-0.2417
"SIMH3","SIMPAR",5.23,-13.83,1.38,0.118,0,0.056,0.49,0.78,-0.1,7.85,4.77,0.1503,-0.0089,1.5,0.0968,-0.0995,20603600,3319230000,16.66,0.4621
"LECO4","LECO",1.46,-13.48,2,0.637,0,0.924,-16.84,-29.69,-3.16,-32.69,-32.69,-0.0214,-0.0472,0.82,-0.0348,-0.1482,0,105928000,0.2,0.0358
"SEDU3","SOMOS EDUCA",23.8,-13.36,15,3.443,0,1.531,57.9,-22.47,-2.67,-28.68,-69.64,-0.1533,-0.2573,1.09,-0.0815,-1.1229,0,415869000,4.67,0.1087
"TESA3","TERRA SANTA",48,-13.3,1.62,1.007,0,0.523,-11.1,9.41,-1.35,15.25,10.09,0.1071,-0.0758,0.86,0.0642,-0.1218,0,858223000,1.04,0.1548
"ZAMP3","ZAMP S.A.",2.86,-12.73,0.71,0.269,0,0.25,3.57,4.82,-0.75,7.09,2.44,0.0557,-0.0211,1.29,0.0712,-0.0557,1527490,1642390000,0.93,0.1823
"IGUA3","CIA. IGUAÇU DE CAFÉ SOLÚVEL",8.15,-12.52,-1.44,0.568,0,0.564,-0.65,8.22,-0.6,14.8,5.8,0.0691,-0.0453,0.34,0.0761,0.1152,0,-164188000,-1.33,-0.0741
"FGUI3","FERREIRA GUIMARAES",12,-12.41,-2.15,16.009,0,25.203,-2.2,-57.76,-2.05,-70.17,-70.17,-0.2772,-1.29,0.04,-0.6074,0.1732,0,-222024000,-0.46,0.0213
"IGUA6","CIA. IGUAÇU DE CAFÉ SOLÚVEL",8.07,-12.4,-1.43,0.562,0,0.558,-0.64,8.14,-0.59,14.72,5.77,0.0691,-0.0453,0.34,0.0761,0.1152,0,-164188000,-1.33,-0.0741
"IGUA5","CIA. IGUAÇU DE CAFÉ SOLÚVEL",7.98,-12.26,-1.41,0.556,0,0.552,-0.64,8.04,-0.59,14.63,5.73,0.0691,-0.0453,0.34,0.0761,0.1152,0,-164188000,-1.33,-0.0741
"PRVI3","Providencia",10.54,-11.74,1.61,0.919,0,0.565,-250.86,9.71,-1.48,9.87,6.39,0.0946,-0.0783,0.99,0.0615,-0.1371,0,525170000,0.1,0.1619
"MTIG3","IGUAÇU",5.21,-11.22,-81.36,12.686,0,8.36,-11.54,-21.36,-9.97,-22.62,-24.76,-0.5938,-1.1309,0.27,-0.478,7.2528,0,-7835380,-4.95,-0.2654
"CSNA3","CSN",11.46,-11.01,1.13,0.348,0.0625,0.157,1.73,2.68,-0.33,8.35,5.06,0.1298,-0.0138,1.34,0.0808,-0.1028,111724000,13418300000,3.85,0.096
"CPNY3","COMPANY  S/A",2.35,-11,0.42,0.232,0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.0211,2.26,0.0548,-0.0386,0,398830000,2.33,0.201
"CVCB3","CVC BRASIL",2.4,-10.82,2.17,0.82,0,0.32,-5.65,9.24,-1.19,11.1,4.19,0.0888,-0.0758,0.91,0.0497,-0.2002,36139100,582173000,1.24,0.223
"ALLL3","RUMO S.A.",3.97,-10.58,0.49,0.563,0,0.148,1.29,1.44,-0.32,3.86,1.95,0.3896,-0.0526,1.96,0.1229,-0.0465,0,14987400000,1.3,0.1723
"RCSL3","RECRUSUL",4.07,-10.28,-13.46,4.248,0,2.626,-28.28,-27.39,-3.05,-27.39,-37.36,-0.1551,-0.4616,0.78,-0.1002,1.3097,5693260,-9621000,0,0.0686
"VVEO3","VIVEO",1.91,-10.08,0.2,0.053,0.0715,0.06,0.19,2.2,-0.45,9.69,4.7,0.0242,-0.0053,2.21,0.0407,-0.0203,5971700,3014820000,1.29,0.2226
"ECPR4","ENCORPAR",90.74,-9.92,1.22,0,0,0.624,175.57,-82.97,-1.29,-82.6,-82.72,0,0,2.97,-0.0075,-0.1228,0,141476000,0,0
"ECPR3","ENCORPAR",90.25,-9.87,1.21,0,0,0.621,174.62,-82.52,-1.29,-82.15,-82.27,0,0,2.97,-0.0075,-0.1228,0,141476000,0,0
"MRVE3","MRV",6.23,-9.79,0.53,0.409,0,0.128,0.75,5,-0.46,16.53,13.31,0.0819,-0.0411,1.61,0.0268,-0.0545,91416700,6569830000,1.28,0.0651
"AALR3","ALLIAR",13.29,-9.54,1.37,1.305,0,0.596,-10.83,19.98,-1.62,27.19,11.5,0.0653,-0.1288,0.77,0.0332,-0.1437,339290,1147410000,0.64,0.06
"CASH3","MELIUZ",3.18,-8.9,0.87,0.802,1.5504,0.589,1.29,-3.45,1.79,-0.45,-0.53,-0.2324,-0.1047,3.49,-0.364,-0.0973,3151990,319905000,0,0.1565
"ALLL4","RUMO S.A.",3.32,-8.85,0.41,0.47,0,0.124,1.08,1.21,-0.27,3.62,1.83,0.3896,-0.0526,1.96,0.1229,-0.0465,0,14987400000,1.3,0.1723
"TERI3","TEREOS",64.28,-8.83,0.29,0.107,0,0.081,7.9,7.2,-0.26,39.56,39.56,0.0149,-0.0191,1.03,0.0125,-0.0327,0,3641000000,1.43,0.0794
"ALLL11","RUMO S.A.",16.5,-8.79,0.41,0.468,0,0.123,1.07,1.2,-0.27,3.62,1.83,0.3896,-0.0526,1.96,0.1229,-0.0465,0,14987400000,1.3,0.1723
"RPAD5","ALFA HOLDINGS",8.2,-8.58,0.69,0,0.0745,0.681,5.57,-255.67,5.88,-208.75,-208.75,0,0,26.15,-0.003,-0.0803,428.07,1008340000,0,0
"RPAD3","ALFA HOLDINGS",7.94,-8.31,0.67,0,0,0.659,5.39,-247.56,5.69,-200.64,-200.64,0,0,26.15,-0.003,-0.0803,851.76,1008340000,0,0
"SEMP3","SEMP TOSHIBA",16.86,-8.12,1.36,15.081,0,1.201,15.67,-4.42,15.67,-4.07,-4.07,-3.4098,-1.8582,1.64,-0.3021,-0.1681,0,118441000,0,-0.1037
"LIGT3","LIGHT SA",4.27,-7.88,0.56,0.11,0,0.067,-0.17,0.96,-0.1,6.61,4.39,0.1152,-0.014,0.37,0.0838,-0.0709,4462650,2847660000,4.14,0.023
"SZPQ4","SUZANO PETROQUIMICA S.A.",6.64,-7.85,2.2,0.855,0,0.744,2.62,-20.31,-3.17,-22.77,-22.77,-0.0421,-0.1089,2.97,-0.0377,-0.28,0,684467000,0.3,-0.1171
"QUAL3","QUALICORP",2.22,-7.76,0.48,0.392,0,0.144,3.25,1.36,-0.46,3.64,1.87,0.2877,-0.0462,1.13,0.1535,-0.0617,13563700,1316780000,1.47,-0.0602
"MEDI3","MEDIAL SAUDE",11.55,-7.52,1.89,0.374,0,0.824,-10.02,-9.11,-3.31,-6.61,-6.61,-0.0411,-0.0498,0.79,-0.123,-0.2513,0,426164000,0.02,0.1302
"RPAD6","ALFA HOLDINGS",7.02,-7.35,0.59,0,0,0.583,4.77,-218.88,5.03,-171.96,-171.96,0,0,26.15,-0.003,-0.0803,317.57,1008340000,0,0
"CRPG3","CRISTAL",26.51,-7.03,1.38,1.277,0.0105,0.904,1.85,-14.75,2.88,-13.02,-28.9,-0.0866,-0.1817,3.89,-0.0757,-0.196,333.74,558334000,0.02,-0.0457
"TCNO3","TECNOSOLO S/A",1.2,-6.81,-8.4,0,0,0.034,-0.08,-2.87,-0.04,-15.11,-17.45,0,0,0.28,-0.0159,1.2336,0,-946000,-35.76,-0.3239
"CRPG6","CRISTAL",24.99,-6.63,1.3,1.204,0.0111,0.852,1.74,-13.91,2.71,-12.17,-27.02,-0.0866,-0.1817,3.89,-0.0757,-0.196,14257,558334000,0.02,-0.0457
"HBSA3","HIDROVIAS",3.17,-6.56,1.83,1.458,0,0.371,-7.13,-36.49,-0.62,-94.92,19.33,-0.0399,-0.2221,0.79,-0.0118,-0.279,10511000,1316250000,3.51,0.1086
"ENJU3","ENJOEI",1.15,-6.42,0.73,0.904,0,0.544,1.37,-4.65,1.71,-0.5,-1.5,-0.1945,-0.1408,3.28,-0.256,-0.1135,788849,323454000,0,0.3404
"CRPG5","CRISTAL",22.85,-6.06,1.19,1.101,0.0127,0.779,1.59,-12.72,2.48,-10.98,-24.37,-0.0866,-0.1817,3.89,-0.0757,-0.196,66654.6,558334000,0.02,-0.0457
"MOVI3","MOVIDA",6.66,-5.76,0.91,0.19,0,0.084,-16.66,1.21,-0.13,8.71,3.8,0.1561,-0.0329,0.98,0.0954,-0.1576,31536600,2658220000,7.1,0.3568
"BLUT3","B TECH EQI",5.14,-5.63,0.46,0,0,0.138,-0.76,-42.93,-0.2,-53.97,-53.97,0,0,0,-0.0033,-0.0824,3091.81,56569000,0.12,0
